sample_id,record_id,dataset,site,split,video_key,representative_stratum,challenge_additional_stratum,q4_bleeding,q4_bleeding_resolution,q4_smoke,q4_smoke_resolution,q4_occlusion,q4_occlusion_resolution,q5_value,q5_value_resolution,q6_glare,q6_glare_resolution,q7_contrast_normal,q7_contrast_normal_resolution,q9_smoke_region,q9_smoke_region_resolution,global_unusable_frame_yes_no,global_unusable_frame_yes_no_resolution
HR0220,site2/train/video6frame023,EndoVis 2018,site2,train,site2/video6,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0221,site2/train/video6frame044,EndoVis 2018,site2,train,site2/video6,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0222,site2/train/video6frame064,EndoVis 2018,site2,train,site2/video6,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0223,site2/train/video6frame086,EndoVis 2018,site2,train,site2/video6,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0224,site2/train/video6frame105,EndoVis 2018,site2,train,site2/video6,1,0,yes,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0225,site2/train/video6frame127,EndoVis 2018,site2,train,site2/video6,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0226,site2/train/video6frame138,EndoVis 2018,site2,train,site2/video6,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0227,site2/train/video7frame000,EndoVis 2018,site2,train,site2/video7,1,0,yes,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0228,site2/train/video7frame026,EndoVis 2018,site2,train,site2/video7,1,0,yes,third_reviewer_adjudication,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0229,site2/train/video7frame031,EndoVis 2018,site2,train,site2/video7,0,1,yes,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0230,site2/train/video7frame041,EndoVis 2018,site2,train,site2/video7,1,0,yes,third_reviewer_adjudication,no,annotator_agreement,no,annotator_agreement,clear,third_reviewer_adjudication,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0231,site2/train/video7frame067,EndoVis 2018,site2,train,site2/video7,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,blurry,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0232,site2/train/video7frame076,EndoVis 2018,site2,train,site2/video7,0,1,yes,third_reviewer_adjudication,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0233,site2/train/video7frame077,EndoVis 2018,site2,train,site2/video7,0,1,yes,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0234,site2/train/video7frame081,EndoVis 2018,site2,train,site2/video7,0,1,yes,third_reviewer_adjudication,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0235,site2/train/video7frame087,EndoVis 2018,site2,train,site2/video7,1,0,yes,third_reviewer_adjudication,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0236,site2/train/video7frame097,EndoVis 2018,site2,train,site2/video7,0,1,yes,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0237,site2/train/video7frame104,EndoVis 2018,site2,train,site2/video7,1,0,yes,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,third_reviewer_adjudication,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0238,site2/train/video7frame129,EndoVis 2018,site2,train,site2/video7,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0239,site2/train/video7frame132,EndoVis 2018,site2,train,site2/video7,1,0,yes,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0240,site2/train/video7frame146,EndoVis 2018,site2,train,site2/video7,0,1,yes,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0241,site2/train/video9frame012,EndoVis 2018,site2,train,site2/video9,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0242,site2/train/video9frame020,EndoVis 2018,site2,train,site2/video9,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,yes,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0243,site2/train/video9frame055,EndoVis 2018,site2,train,site2/video9,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0244,site2/train/video9frame064,EndoVis 2018,site2,train,site2/video9,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,yes,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0245,site2/train/video9frame078,EndoVis 2018,site2,train,site2/video9,1,0,no,annotator_agreement,no,annotator_agreement,no,third_reviewer_adjudication,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0246,site2/train/video9frame099,EndoVis 2018,site2,train,site2/video9,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0247,site2/train/video9frame116,EndoVis 2018,site2,train,site2/video9,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0248,site2/train/video9frame131,EndoVis 2018,site2,train,site2/video9,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,reflective,third_reviewer_adjudication,yes,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0249,site2/train/video9frame136,EndoVis 2018,site2,train,site2/video9,0,1,uncertain,annotator_agreement,uncertain,annotator_agreement,uncertain,annotator_agreement,mixed,annotator_agreement,uncertain,third_reviewer_adjudication,uncertain,annotator_agreement,uncertain,annotator_agreement,yes,annotator_agreement
HR0250,site2/train/video9frame138,EndoVis 2018,site2,train,site2/video9,0,1,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,mixed,annotator_agreement,yes,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
