sample_id,record_id,dataset,split,sequence_key,subset,task,human_original,machine_original,human_comparison,machine_comparison
HR0127,site2/train/video10frame057,EndoVis 2018,train,site2/train/video10,representative,q4.occlusion,no,no,no,no
HR0127,site2/train/video10frame057,EndoVis 2018,train,site2/train/video10,representative,q5,clear,clear,clear,clear
HR0127,site2/train/video10frame057,EndoVis 2018,train,site2/train/video10,representative,q6,no,no,no,no
HR0127,site2/train/video10frame057,EndoVis 2018,train,site2/train/video10,representative,q7,yes,yes,yes,yes
HR0127,site2/train/video10frame057,EndoVis 2018,train,site2/train/video10,representative,q9,none,none,none,none
HR0128,site2/train/video10frame084,EndoVis 2018,train,site2/train/video10,representative,q4.bleeding,no,no,no,no
HR0128,site2/train/video10frame084,EndoVis 2018,train,site2/train/video10,representative,q4.smoke,no,no,no,no
HR0128,site2/train/video10frame084,EndoVis 2018,train,site2/train/video10,representative,q4.occlusion,no,yes,no,yes
HR0128,site2/train/video10frame084,EndoVis 2018,train,site2/train/video10,representative,q5,clear,clear,clear,clear
HR0128,site2/train/video10frame084,EndoVis 2018,train,site2/train/video10,representative,q6,no,no,no,no
HR0128,site2/train/video10frame084,EndoVis 2018,train,site2/train/video10,representative,q7,yes,yes,yes,yes
HR0128,site2/train/video10frame084,EndoVis 2018,train,site2/train/video10,representative,q9,none,none,none,none
HR0129,site2/train/video10frame112,EndoVis 2018,train,site2/train/video10,representative,q4.bleeding,no,no,no,no
HR0129,site2/train/video10frame112,EndoVis 2018,train,site2/train/video10,representative,q4.smoke,no,no,no,no
HR0129,site2/train/video10frame112,EndoVis 2018,train,site2/train/video10,representative,q4.occlusion,no,no,no,no
HR0129,site2/train/video10frame112,EndoVis 2018,train,site2/train/video10,representative,q5,clear,clear,clear,clear
HR0129,site2/train/video10frame112,EndoVis 2018,train,site2/train/video10,representative,q6,no,no,no,no
HR0129,site2/train/video10frame112,EndoVis 2018,train,site2/train/video10,representative,q7,yes,yes,yes,yes
HR0129,site2/train/video10frame112,EndoVis 2018,train,site2/train/video10,representative,q9,none,none,none,none
HR0130,site2/train/video10frame128,EndoVis 2018,train,site2/train/video10,representative,q4.bleeding,no,no,no,no
HR0130,site2/train/video10frame128,EndoVis 2018,train,site2/train/video10,representative,q4.smoke,no,no,no,no
HR0130,site2/train/video10frame128,EndoVis 2018,train,site2/train/video10,representative,q4.occlusion,no,no,no,no
HR0130,site2/train/video10frame128,EndoVis 2018,train,site2/train/video10,representative,q5,reflective,clear,degraded,clear
HR0130,site2/train/video10frame128,EndoVis 2018,train,site2/train/video10,representative,q6,yes,no,yes,no
HR0130,site2/train/video10frame128,EndoVis 2018,train,site2/train/video10,representative,q7,yes,yes,yes,yes
HR0130,site2/train/video10frame128,EndoVis 2018,train,site2/train/video10,representative,q9,none,none,none,none
HR0131,site2/train/video10frame143,EndoVis 2018,train,site2/train/video10,representative,q4.bleeding,no,no,no,no
HR0131,site2/train/video10frame143,EndoVis 2018,train,site2/train/video10,representative,q4.smoke,no,no,no,no
HR0131,site2/train/video10frame143,EndoVis 2018,train,site2/train/video10,representative,q4.occlusion,no,no,no,no
HR0131,site2/train/video10frame143,EndoVis 2018,train,site2/train/video10,representative,q5,clear,clear,clear,clear
HR0131,site2/train/video10frame143,EndoVis 2018,train,site2/train/video10,representative,q6,no,no,no,no
HR0131,site2/train/video10frame143,EndoVis 2018,train,site2/train/video10,representative,q7,yes,yes,yes,yes
HR0131,site2/train/video10frame143,EndoVis 2018,train,site2/train/video10,representative,q9,none,none,none,none
HR0132,site2/train/video11frame004,EndoVis 2018,train,site2/train/video11,representative,q4.bleeding,no,no,no,no
HR0132,site2/train/video11frame004,EndoVis 2018,train,site2/train/video11,representative,q4.smoke,no,no,no,no
HR0132,site2/train/video11frame004,EndoVis 2018,train,site2/train/video11,representative,q4.occlusion,no,no,no,no
HR0132,site2/train/video11frame004,EndoVis 2018,train,site2/train/video11,representative,q5,clear,clear,clear,clear
HR0132,site2/train/video11frame004,EndoVis 2018,train,site2/train/video11,representative,q6,no,no,no,no
HR0132,site2/train/video11frame004,EndoVis 2018,train,site2/train/video11,representative,q7,yes,yes,yes,yes
HR0132,site2/train/video11frame004,EndoVis 2018,train,site2/train/video11,representative,q9,none,none,none,none
HR0133,site2/train/video11frame025,EndoVis 2018,train,site2/train/video11,representative,q4.bleeding,no,yes,no,yes
HR0133,site2/train/video11frame025,EndoVis 2018,train,site2/train/video11,representative,q4.smoke,no,no,no,no
HR0133,site2/train/video11frame025,EndoVis 2018,train,site2/train/video11,representative,q4.occlusion,no,no,no,no
HR0133,site2/train/video11frame025,EndoVis 2018,train,site2/train/video11,representative,q5,clear,clear,clear,clear
HR0133,site2/train/video11frame025,EndoVis 2018,train,site2/train/video11,representative,q6,yes,no,yes,no
HR0133,site2/train/video11frame025,EndoVis 2018,train,site2/train/video11,representative,q7,yes,yes,yes,yes
HR0133,site2/train/video11frame025,EndoVis 2018,train,site2/train/video11,representative,q9,none,none,none,none
HR0134,site2/train/video11frame043,EndoVis 2018,train,site2/train/video11,challenge,q4.bleeding,no,no,no,no
HR0134,site2/train/video11frame043,EndoVis 2018,train,site2/train/video11,challenge,q4.smoke,no,yes,no,yes
HR0134,site2/train/video11frame043,EndoVis 2018,train,site2/train/video11,challenge,q4.occlusion,no,no,no,no
HR0134,site2/train/video11frame043,EndoVis 2018,train,site2/train/video11,challenge,q5,clear,clear,clear,clear
HR0134,site2/train/video11frame043,EndoVis 2018,train,site2/train/video11,challenge,q6,no,no,no,no
HR0134,site2/train/video11frame043,EndoVis 2018,train,site2/train/video11,challenge,q7,yes,yes,yes,yes
HR0134,site2/train/video11frame043,EndoVis 2018,train,site2/train/video11,challenge,q9,none,none,none,none
HR0135,site2/train/video11frame045,EndoVis 2018,train,site2/train/video11,challenge,q4.bleeding,no,no,no,no
HR0135,site2/train/video11frame045,EndoVis 2018,train,site2/train/video11,challenge,q4.smoke,no,yes,no,yes
HR0135,site2/train/video11frame045,EndoVis 2018,train,site2/train/video11,challenge,q4.occlusion,no,yes,no,yes
HR0135,site2/train/video11frame045,EndoVis 2018,train,site2/train/video11,challenge,q5,clear,mixed,clear,degraded
HR0135,site2/train/video11frame045,EndoVis 2018,train,site2/train/video11,challenge,q6,no,yes,no,yes
HR0135,site2/train/video11frame045,EndoVis 2018,train,site2/train/video11,challenge,q7,yes,no,yes,no
HR0135,site2/train/video11frame045,EndoVis 2018,train,site2/train/video11,challenge,q9,none,none,none,none
HR0136,site2/train/video11frame055,EndoVis 2018,train,site2/train/video11,representative,q4.bleeding,no,no,no,no
HR0136,site2/train/video11frame055,EndoVis 2018,train,site2/train/video11,representative,q4.smoke,no,no,no,no
HR0136,site2/train/video11frame055,EndoVis 2018,train,site2/train/video11,representative,q4.occlusion,no,no,no,no
HR0136,site2/train/video11frame055,EndoVis 2018,train,site2/train/video11,representative,q5,reflective,clear,degraded,clear
HR0136,site2/train/video11frame055,EndoVis 2018,train,site2/train/video11,representative,q6,no,no,no,no
HR0136,site2/train/video11frame055,EndoVis 2018,train,site2/train/video11,representative,q7,yes,yes,yes,yes
HR0136,site2/train/video11frame055,EndoVis 2018,train,site2/train/video11,representative,q9,none,none,none,none
HR0137,site2/train/video11frame062,EndoVis 2018,train,site2/train/video11,representative,q4.bleeding,no,no,no,no
HR0137,site2/train/video11frame062,EndoVis 2018,train,site2/train/video11,representative,q4.smoke,no,no,no,no
HR0137,site2/train/video11frame062,EndoVis 2018,train,site2/train/video11,representative,q4.occlusion,no,yes,no,yes
HR0137,site2/train/video11frame062,EndoVis 2018,train,site2/train/video11,representative,q5,reflective,blurry,degraded,degraded
HR0137,site2/train/video11frame062,EndoVis 2018,train,site2/train/video11,representative,q6,yes,no,yes,no
HR0137,site2/train/video11frame062,EndoVis 2018,train,site2/train/video11,representative,q7,yes,no,yes,no
HR0137,site2/train/video11frame062,EndoVis 2018,train,site2/train/video11,representative,q9,none,none,none,none
HR0138,site2/train/video11frame084,EndoVis 2018,train,site2/train/video11,representative,q4.bleeding,no,no,no,no
HR0138,site2/train/video11frame084,EndoVis 2018,train,site2/train/video11,representative,q4.smoke,yes,no,yes,no
HR0138,site2/train/video11frame084,EndoVis 2018,train,site2/train/video11,representative,q4.occlusion,no,yes,no,yes
HR0138,site2/train/video11frame084,EndoVis 2018,train,site2/train/video11,representative,q5,clear,clear,clear,clear
HR0138,site2/train/video11frame084,EndoVis 2018,train,site2/train/video11,representative,q6,no,no,no,no
HR0138,site2/train/video11frame084,EndoVis 2018,train,site2/train/video11,representative,q7,yes,yes,yes,yes
HR0138,site2/train/video11frame084,EndoVis 2018,train,site2/train/video11,representative,q9,multiple,none,smoke present,none
HR0139,site2/train/video11frame086,EndoVis 2018,train,site2/train/video11,challenge,q4.bleeding,no,no,no,no
HR0139,site2/train/video11frame086,EndoVis 2018,train,site2/train/video11,challenge,q4.smoke,yes,yes,yes,yes
HR0139,site2/train/video11frame086,EndoVis 2018,train,site2/train/video11,challenge,q4.occlusion,no,no,no,no
HR0139,site2/train/video11frame086,EndoVis 2018,train,site2/train/video11,challenge,q5,clear,blurry,clear,degraded
HR0139,site2/train/video11frame086,EndoVis 2018,train,site2/train/video11,challenge,q6,no,yes,no,yes
HR0139,site2/train/video11frame086,EndoVis 2018,train,site2/train/video11,challenge,q7,yes,no,yes,no
HR0139,site2/train/video11frame086,EndoVis 2018,train,site2/train/video11,challenge,q9,multiple,none,smoke present,none
HR0140,site2/train/video11frame087,EndoVis 2018,train,site2/train/video11,challenge,q4.bleeding,no,no,no,no
HR0140,site2/train/video11frame087,EndoVis 2018,train,site2/train/video11,challenge,q4.smoke,yes,yes,yes,yes
HR0140,site2/train/video11frame087,EndoVis 2018,train,site2/train/video11,challenge,q4.occlusion,no,no,no,no
HR0140,site2/train/video11frame087,EndoVis 2018,train,site2/train/video11,challenge,q5,clear,blurry,clear,degraded
HR0140,site2/train/video11frame087,EndoVis 2018,train,site2/train/video11,challenge,q6,no,no,no,no
HR0140,site2/train/video11frame087,EndoVis 2018,train,site2/train/video11,challenge,q7,yes,no,yes,no
HR0140,site2/train/video11frame087,EndoVis 2018,train,site2/train/video11,challenge,q9,multiple,none,smoke present,none
HR0141,site2/train/video11frame088,EndoVis 2018,train,site2/train/video11,challenge,q4.bleeding,no,no,no,no
HR0141,site2/train/video11frame088,EndoVis 2018,train,site2/train/video11,challenge,q4.smoke,yes,yes,yes,yes
HR0141,site2/train/video11frame088,EndoVis 2018,train,site2/train/video11,challenge,q4.occlusion,no,no,no,no
HR0141,site2/train/video11frame088,EndoVis 2018,train,site2/train/video11,challenge,q5,clear,blurry,clear,degraded
HR0141,site2/train/video11frame088,EndoVis 2018,train,site2/train/video11,challenge,q6,no,yes,no,yes
HR0141,site2/train/video11frame088,EndoVis 2018,train,site2/train/video11,challenge,q7,yes,no,yes,no
HR0141,site2/train/video11frame088,EndoVis 2018,train,site2/train/video11,challenge,q9,multiple,none,smoke present,none
HR0142,site2/train/video11frame106,EndoVis 2018,train,site2/train/video11,representative,q4.bleeding,no,no,no,no
HR0142,site2/train/video11frame106,EndoVis 2018,train,site2/train/video11,representative,q4.smoke,no,no,no,no
HR0142,site2/train/video11frame106,EndoVis 2018,train,site2/train/video11,representative,q4.occlusion,no,no,no,no
HR0142,site2/train/video11frame106,EndoVis 2018,train,site2/train/video11,representative,q5,clear,clear,clear,clear
HR0142,site2/train/video11frame106,EndoVis 2018,train,site2/train/video11,representative,q6,no,no,no,no
HR0142,site2/train/video11frame106,EndoVis 2018,train,site2/train/video11,representative,q7,yes,yes,yes,yes
HR0142,site2/train/video11frame106,EndoVis 2018,train,site2/train/video11,representative,q9,none,none,none,none
HR0143,site2/train/video11frame124,EndoVis 2018,train,site2/train/video11,representative,q4.bleeding,no,no,no,no
HR0143,site2/train/video11frame124,EndoVis 2018,train,site2/train/video11,representative,q4.smoke,no,no,no,no
HR0143,site2/train/video11frame124,EndoVis 2018,train,site2/train/video11,representative,q4.occlusion,no,no,no,no
HR0143,site2/train/video11frame124,EndoVis 2018,train,site2/train/video11,representative,q5,clear,clear,clear,clear
HR0143,site2/train/video11frame124,EndoVis 2018,train,site2/train/video11,representative,q6,no,no,no,no
HR0143,site2/train/video11frame124,EndoVis 2018,train,site2/train/video11,representative,q7,yes,yes,yes,yes
HR0143,site2/train/video11frame124,EndoVis 2018,train,site2/train/video11,representative,q9,none,none,none,none
HR0144,site2/train/video11frame137,EndoVis 2018,train,site2/train/video11,representative,q4.bleeding,no,no,no,no
HR0144,site2/train/video11frame137,EndoVis 2018,train,site2/train/video11,representative,q4.smoke,no,no,no,no
HR0144,site2/train/video11frame137,EndoVis 2018,train,site2/train/video11,representative,q4.occlusion,no,no,no,no
HR0144,site2/train/video11frame137,EndoVis 2018,train,site2/train/video11,representative,q5,clear,clear,clear,clear
HR0144,site2/train/video11frame137,EndoVis 2018,train,site2/train/video11,representative,q6,no,no,no,no
HR0144,site2/train/video11frame137,EndoVis 2018,train,site2/train/video11,representative,q7,yes,yes,yes,yes
HR0144,site2/train/video11frame137,EndoVis 2018,train,site2/train/video11,representative,q9,none,none,none,none
HR0145,site2/train/video12frame006,EndoVis 2018,train,site2/train/video12,representative,q4.bleeding,no,no,no,no
HR0145,site2/train/video12frame006,EndoVis 2018,train,site2/train/video12,representative,q4.smoke,no,no,no,no
HR0145,site2/train/video12frame006,EndoVis 2018,train,site2/train/video12,representative,q4.occlusion,no,no,no,no
HR0145,site2/train/video12frame006,EndoVis 2018,train,site2/train/video12,representative,q5,clear,clear,clear,clear
HR0145,site2/train/video12frame006,EndoVis 2018,train,site2/train/video12,representative,q6,no,no,no,no
HR0145,site2/train/video12frame006,EndoVis 2018,train,site2/train/video12,representative,q7,yes,yes,yes,yes
HR0145,site2/train/video12frame006,EndoVis 2018,train,site2/train/video12,representative,q9,none,none,none,none
HR0146,site2/train/video12frame011,EndoVis 2018,train,site2/train/video12,challenge,q4.bleeding,no,no,no,no
HR0146,site2/train/video12frame011,EndoVis 2018,train,site2/train/video12,challenge,q4.smoke,yes,yes,yes,yes
HR0146,site2/train/video12frame011,EndoVis 2018,train,site2/train/video12,challenge,q4.occlusion,no,no,no,no
HR0146,site2/train/video12frame011,EndoVis 2018,train,site2/train/video12,challenge,q5,clear,clear,clear,clear
HR0146,site2/train/video12frame011,EndoVis 2018,train,site2/train/video12,challenge,q6,yes,no,yes,no
HR0146,site2/train/video12frame011,EndoVis 2018,train,site2/train/video12,challenge,q7,yes,yes,yes,yes
HR0146,site2/train/video12frame011,EndoVis 2018,train,site2/train/video12,challenge,q9,multiple,none,smoke present,none
HR0147,site2/train/video12frame013,EndoVis 2018,train,site2/train/video12,challenge,q4.bleeding,no,no,no,no
HR0147,site2/train/video12frame013,EndoVis 2018,train,site2/train/video12,challenge,q4.smoke,yes,yes,yes,yes
HR0147,site2/train/video12frame013,EndoVis 2018,train,site2/train/video12,challenge,q4.occlusion,no,no,no,no
HR0147,site2/train/video12frame013,EndoVis 2018,train,site2/train/video12,challenge,q5,clear,mixed,clear,degraded
HR0147,site2/train/video12frame013,EndoVis 2018,train,site2/train/video12,challenge,q6,yes,yes,yes,yes
HR0147,site2/train/video12frame013,EndoVis 2018,train,site2/train/video12,challenge,q7,yes,no,yes,no
HR0147,site2/train/video12frame013,EndoVis 2018,train,site2/train/video12,challenge,q9,multiple,none,smoke present,none
HR0148,site2/train/video12frame014,EndoVis 2018,train,site2/train/video12,challenge,q4.bleeding,no,no,no,no
HR0148,site2/train/video12frame014,EndoVis 2018,train,site2/train/video12,challenge,q4.smoke,yes,yes,yes,yes
HR0148,site2/train/video12frame014,EndoVis 2018,train,site2/train/video12,challenge,q4.occlusion,no,no,no,no
HR0148,site2/train/video12frame014,EndoVis 2018,train,site2/train/video12,challenge,q5,clear,clear,clear,clear
HR0148,site2/train/video12frame014,EndoVis 2018,train,site2/train/video12,challenge,q6,yes,no,yes,no
HR0148,site2/train/video12frame014,EndoVis 2018,train,site2/train/video12,challenge,q7,yes,yes,yes,yes
HR0148,site2/train/video12frame014,EndoVis 2018,train,site2/train/video12,challenge,q9,multiple,none,smoke present,none
HR0149,site2/train/video12frame023,EndoVis 2018,train,site2/train/video12,representative,q4.bleeding,no,no,no,no
HR0149,site2/train/video12frame023,EndoVis 2018,train,site2/train/video12,representative,q4.smoke,no,no,no,no
HR0149,site2/train/video12frame023,EndoVis 2018,train,site2/train/video12,representative,q4.occlusion,no,no,no,no
HR0149,site2/train/video12frame023,EndoVis 2018,train,site2/train/video12,representative,q5,clear,clear,clear,clear
HR0149,site2/train/video12frame023,EndoVis 2018,train,site2/train/video12,representative,q6,yes,no,yes,no
HR0149,site2/train/video12frame023,EndoVis 2018,train,site2/train/video12,representative,q7,yes,yes,yes,yes
HR0149,site2/train/video12frame023,EndoVis 2018,train,site2/train/video12,representative,q9,none,none,none,none
HR0150,site2/train/video12frame030,EndoVis 2018,train,site2/train/video12,challenge,q4.bleeding,no,no,no,no
HR0150,site2/train/video12frame030,EndoVis 2018,train,site2/train/video12,challenge,q4.smoke,yes,yes,yes,yes
HR0150,site2/train/video12frame030,EndoVis 2018,train,site2/train/video12,challenge,q4.occlusion,no,no,no,no
HR0150,site2/train/video12frame030,EndoVis 2018,train,site2/train/video12,challenge,q5,clear,clear,clear,clear
HR0150,site2/train/video12frame030,EndoVis 2018,train,site2/train/video12,challenge,q6,no,no,no,no
HR0150,site2/train/video12frame030,EndoVis 2018,train,site2/train/video12,challenge,q7,yes,yes,yes,yes
HR0150,site2/train/video12frame030,EndoVis 2018,train,site2/train/video12,challenge,q9,center,near instrument jaws,smoke present,smoke present
HR0151,site2/train/video12frame034,EndoVis 2018,train,site2/train/video12,challenge,q4.bleeding,no,no,no,no
HR0151,site2/train/video12frame034,EndoVis 2018,train,site2/train/video12,challenge,q4.smoke,no,yes,no,yes
HR0151,site2/train/video12frame034,EndoVis 2018,train,site2/train/video12,challenge,q4.occlusion,no,no,no,no
HR0151,site2/train/video12frame034,EndoVis 2018,train,site2/train/video12,challenge,q5,clear,clear,clear,clear
HR0151,site2/train/video12frame034,EndoVis 2018,train,site2/train/video12,challenge,q6,yes,no,yes,no
HR0151,site2/train/video12frame034,EndoVis 2018,train,site2/train/video12,challenge,q7,yes,yes,yes,yes
HR0151,site2/train/video12frame034,EndoVis 2018,train,site2/train/video12,challenge,q9,none,none,none,none
HR0152,site2/train/video12frame035,EndoVis 2018,train,site2/train/video12,challenge,q4.bleeding,no,yes,no,yes
HR0152,site2/train/video12frame035,EndoVis 2018,train,site2/train/video12,challenge,q4.smoke,yes,yes,yes,yes
HR0152,site2/train/video12frame035,EndoVis 2018,train,site2/train/video12,challenge,q4.occlusion,no,no,no,no
HR0152,site2/train/video12frame035,EndoVis 2018,train,site2/train/video12,challenge,q5,clear,mixed,clear,degraded
HR0152,site2/train/video12frame035,EndoVis 2018,train,site2/train/video12,challenge,q6,yes,yes,yes,yes
HR0152,site2/train/video12frame035,EndoVis 2018,train,site2/train/video12,challenge,q7,yes,no,yes,no
HR0152,site2/train/video12frame035,EndoVis 2018,train,site2/train/video12,challenge,q9,multiple,near instrument jaws,smoke present,smoke present
HR0153,site2/train/video12frame036,EndoVis 2018,train,site2/train/video12,challenge,q4.bleeding,no,yes,no,yes
HR0153,site2/train/video12frame036,EndoVis 2018,train,site2/train/video12,challenge,q4.smoke,yes,yes,yes,yes
HR0153,site2/train/video12frame036,EndoVis 2018,train,site2/train/video12,challenge,q4.occlusion,no,no,no,no
HR0153,site2/train/video12frame036,EndoVis 2018,train,site2/train/video12,challenge,q5,clear,mixed,clear,degraded
HR0153,site2/train/video12frame036,EndoVis 2018,train,site2/train/video12,challenge,q6,yes,yes,yes,yes
HR0153,site2/train/video12frame036,EndoVis 2018,train,site2/train/video12,challenge,q7,yes,no,yes,no
HR0153,site2/train/video12frame036,EndoVis 2018,train,site2/train/video12,challenge,q9,multiple,none,smoke present,none
HR0154,site2/train/video12frame038,EndoVis 2018,train,site2/train/video12,challenge,q4.bleeding,no,no,no,no
HR0154,site2/train/video12frame038,EndoVis 2018,train,site2/train/video12,challenge,q4.smoke,no,yes,no,yes
HR0154,site2/train/video12frame038,EndoVis 2018,train,site2/train/video12,challenge,q4.occlusion,no,no,no,no
HR0154,site2/train/video12frame038,EndoVis 2018,train,site2/train/video12,challenge,q5,clear,clear,clear,clear
HR0154,site2/train/video12frame038,EndoVis 2018,train,site2/train/video12,challenge,q6,no,no,no,no
HR0154,site2/train/video12frame038,EndoVis 2018,train,site2/train/video12,challenge,q7,yes,yes,yes,yes
HR0154,site2/train/video12frame038,EndoVis 2018,train,site2/train/video12,challenge,q9,none,none,none,none
HR0155,site2/train/video12frame044,EndoVis 2018,train,site2/train/video12,representative,q4.bleeding,no,yes,no,yes
HR0155,site2/train/video12frame044,EndoVis 2018,train,site2/train/video12,representative,q4.smoke,yes,no,yes,no
HR0155,site2/train/video12frame044,EndoVis 2018,train,site2/train/video12,representative,q4.occlusion,no,no,no,no
HR0155,site2/train/video12frame044,EndoVis 2018,train,site2/train/video12,representative,q5,clear,clear,clear,clear
HR0155,site2/train/video12frame044,EndoVis 2018,train,site2/train/video12,representative,q6,no,no,no,no
HR0155,site2/train/video12frame044,EndoVis 2018,train,site2/train/video12,representative,q7,yes,yes,yes,yes
HR0155,site2/train/video12frame044,EndoVis 2018,train,site2/train/video12,representative,q9,multiple,none,smoke present,none
HR0156,site2/train/video12frame052,EndoVis 2018,train,site2/train/video12,challenge,q4.bleeding,no,no,no,no
HR0156,site2/train/video12frame052,EndoVis 2018,train,site2/train/video12,challenge,q4.smoke,yes,yes,yes,yes
HR0156,site2/train/video12frame052,EndoVis 2018,train,site2/train/video12,challenge,q4.occlusion,yes,yes,yes,yes
HR0156,site2/train/video12frame052,EndoVis 2018,train,site2/train/video12,challenge,q5,clear,blurry,clear,degraded
HR0156,site2/train/video12frame052,EndoVis 2018,train,site2/train/video12,challenge,q6,no,yes,no,yes
HR0156,site2/train/video12frame052,EndoVis 2018,train,site2/train/video12,challenge,q7,yes,no,yes,no
HR0156,site2/train/video12frame052,EndoVis 2018,train,site2/train/video12,challenge,q9,center,none,smoke present,none
HR0157,site2/train/video12frame053,EndoVis 2018,train,site2/train/video12,challenge,q4.bleeding,no,no,no,no
HR0157,site2/train/video12frame053,EndoVis 2018,train,site2/train/video12,challenge,q4.smoke,no,yes,no,yes
HR0157,site2/train/video12frame053,EndoVis 2018,train,site2/train/video12,challenge,q4.occlusion,no,no,no,no
HR0157,site2/train/video12frame053,EndoVis 2018,train,site2/train/video12,challenge,q5,clear,clear,clear,clear
HR0157,site2/train/video12frame053,EndoVis 2018,train,site2/train/video12,challenge,q6,no,no,no,no
HR0157,site2/train/video12frame053,EndoVis 2018,train,site2/train/video12,challenge,q7,yes,yes,yes,yes
HR0157,site2/train/video12frame053,EndoVis 2018,train,site2/train/video12,challenge,q9,none,none,none,none
HR0158,site2/train/video12frame067,EndoVis 2018,train,site2/train/video12,representative,q4.bleeding,no,yes,no,yes
HR0158,site2/train/video12frame067,EndoVis 2018,train,site2/train/video12,representative,q4.smoke,no,no,no,no
HR0158,site2/train/video12frame067,EndoVis 2018,train,site2/train/video12,representative,q4.occlusion,no,no,no,no
HR0158,site2/train/video12frame067,EndoVis 2018,train,site2/train/video12,representative,q5,clear,clear,clear,clear
HR0158,site2/train/video12frame067,EndoVis 2018,train,site2/train/video12,representative,q6,no,no,no,no
HR0158,site2/train/video12frame067,EndoVis 2018,train,site2/train/video12,representative,q7,yes,yes,yes,yes
HR0158,site2/train/video12frame067,EndoVis 2018,train,site2/train/video12,representative,q9,none,none,none,none
HR0159,site2/train/video12frame069,EndoVis 2018,train,site2/train/video12,challenge,q4.bleeding,no,no,no,no
HR0159,site2/train/video12frame069,EndoVis 2018,train,site2/train/video12,challenge,q4.smoke,yes,yes,yes,yes
HR0159,site2/train/video12frame069,EndoVis 2018,train,site2/train/video12,challenge,q4.occlusion,no,no,no,no
HR0159,site2/train/video12frame069,EndoVis 2018,train,site2/train/video12,challenge,q5,clear,clear,clear,clear
HR0159,site2/train/video12frame069,EndoVis 2018,train,site2/train/video12,challenge,q6,no,no,no,no
HR0159,site2/train/video12frame069,EndoVis 2018,train,site2/train/video12,challenge,q7,yes,yes,yes,yes
HR0159,site2/train/video12frame069,EndoVis 2018,train,site2/train/video12,challenge,q9,multiple,none,smoke present,none
HR0160,site2/train/video12frame072,EndoVis 2018,train,site2/train/video12,challenge,q4.bleeding,no,yes,no,yes
HR0160,site2/train/video12frame072,EndoVis 2018,train,site2/train/video12,challenge,q4.smoke,no,yes,no,yes
HR0160,site2/train/video12frame072,EndoVis 2018,train,site2/train/video12,challenge,q4.occlusion,no,no,no,no
HR0160,site2/train/video12frame072,EndoVis 2018,train,site2/train/video12,challenge,q5,clear,blurry,clear,degraded
HR0160,site2/train/video12frame072,EndoVis 2018,train,site2/train/video12,challenge,q6,yes,yes,yes,yes
HR0160,site2/train/video12frame072,EndoVis 2018,train,site2/train/video12,challenge,q7,yes,no,yes,no
HR0160,site2/train/video12frame072,EndoVis 2018,train,site2/train/video12,challenge,q9,none,none,none,none
HR0161,site2/train/video12frame091,EndoVis 2018,train,site2/train/video12,challenge,q4.bleeding,no,no,no,no
HR0161,site2/train/video12frame091,EndoVis 2018,train,site2/train/video12,challenge,q4.smoke,yes,yes,yes,yes
HR0161,site2/train/video12frame091,EndoVis 2018,train,site2/train/video12,challenge,q4.occlusion,no,no,no,no
HR0161,site2/train/video12frame091,EndoVis 2018,train,site2/train/video12,challenge,q5,clear,clear,clear,clear
HR0161,site2/train/video12frame091,EndoVis 2018,train,site2/train/video12,challenge,q6,yes,no,yes,no
HR0161,site2/train/video12frame091,EndoVis 2018,train,site2/train/video12,challenge,q7,yes,yes,yes,yes
HR0161,site2/train/video12frame091,EndoVis 2018,train,site2/train/video12,challenge,q9,multiple,none,smoke present,none
HR0162,site2/train/video12frame092,EndoVis 2018,train,site2/train/video12,representative,q4.bleeding,no,no,no,no
HR0162,site2/train/video12frame092,EndoVis 2018,train,site2/train/video12,representative,q4.smoke,no,no,no,no
HR0162,site2/train/video12frame092,EndoVis 2018,train,site2/train/video12,representative,q4.occlusion,no,yes,no,yes
HR0162,site2/train/video12frame092,EndoVis 2018,train,site2/train/video12,representative,q5,clear,clear,clear,clear
HR0162,site2/train/video12frame092,EndoVis 2018,train,site2/train/video12,representative,q6,no,no,no,no
HR0162,site2/train/video12frame092,EndoVis 2018,train,site2/train/video12,representative,q7,yes,yes,yes,yes
HR0162,site2/train/video12frame092,EndoVis 2018,train,site2/train/video12,representative,q9,none,none,none,none
HR0163,site2/train/video12frame095,EndoVis 2018,train,site2/train/video12,challenge,q4.bleeding,no,no,no,no
HR0163,site2/train/video12frame095,EndoVis 2018,train,site2/train/video12,challenge,q4.smoke,no,yes,no,yes
HR0163,site2/train/video12frame095,EndoVis 2018,train,site2/train/video12,challenge,q4.occlusion,no,no,no,no
HR0163,site2/train/video12frame095,EndoVis 2018,train,site2/train/video12,challenge,q5,clear,clear,clear,clear
HR0163,site2/train/video12frame095,EndoVis 2018,train,site2/train/video12,challenge,q6,no,no,no,no
HR0163,site2/train/video12frame095,EndoVis 2018,train,site2/train/video12,challenge,q7,yes,yes,yes,yes
HR0163,site2/train/video12frame095,EndoVis 2018,train,site2/train/video12,challenge,q9,none,none,none,none
HR0164,site2/train/video12frame111,EndoVis 2018,train,site2/train/video12,representative,q4.bleeding,no,yes,no,yes
HR0164,site2/train/video12frame111,EndoVis 2018,train,site2/train/video12,representative,q4.smoke,no,no,no,no
HR0164,site2/train/video12frame111,EndoVis 2018,train,site2/train/video12,representative,q4.occlusion,no,no,no,no
