record_id,dataset,site,split,video_key,frame_index,target_name,central_region,central_instrument_fraction,positive_threshold,label
site2/train/video16frame027,EndoVis 2018,site2,train,site2/video16,27,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.3114471436,>=0.05,yes
site2/train/video16frame028,EndoVis 2018,site2,train,site2/video16,28,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.3622924685,>=0.05,yes
site2/train/video16frame029,EndoVis 2018,site2,train,site2/video16,29,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0989990234,>=0.05,yes
site2/train/video16frame030,EndoVis 2018,site2,train,site2/video16,30,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0203948971,>=0.05,no
site2/train/video16frame031,EndoVis 2018,site2,train,site2/video16,31,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0252044685,>=0.05,no
site2/train/video16frame032,EndoVis 2018,site2,train,site2/video16,32,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0130767822,>=0.05,no
site2/train/video16frame033,EndoVis 2018,site2,train,site2/video16,33,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0163848884,>=0.05,no
site2/train/video16frame034,EndoVis 2018,site2,train,site2/video16,34,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0161529537,>=0.05,no
site2/train/video16frame035,EndoVis 2018,site2,train,site2/video16,35,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0179901123,>=0.05,no
site2/train/video16frame036,EndoVis 2018,site2,train,site2/video16,36,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0248687752,>=0.05,no
site2/train/video16frame037,EndoVis 2018,site2,train,site2/video16,37,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0426788330,>=0.05,no
site2/train/video16frame038,EndoVis 2018,site2,train,site2/video16,38,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0655914322,>=0.05,yes
site2/train/video16frame039,EndoVis 2018,site2,train,site2/video16,39,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1171966568,>=0.05,yes
site2/train/video16frame040,EndoVis 2018,site2,train,site2/video16,40,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0218414310,>=0.05,no
site2/train/video16frame041,EndoVis 2018,site2,train,site2/video16,41,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0235565193,>=0.05,no
site2/train/video16frame042,EndoVis 2018,site2,train,site2/video16,42,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0085968021,>=0.05,no
site2/train/video16frame043,EndoVis 2018,site2,train,site2/video16,43,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0086700441,>=0.05,no
site2/train/video16frame044,EndoVis 2018,site2,train,site2/video16,44,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0000000000,>=0.05,no
site2/train/video16frame045,EndoVis 2018,site2,train,site2/video16,45,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0335815437,>=0.05,no
site2/train/video16frame046,EndoVis 2018,site2,train,site2/video16,46,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0390136726,>=0.05,no
site2/train/video16frame047,EndoVis 2018,site2,train,site2/video16,47,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0265533440,>=0.05,no
site2/train/video16frame048,EndoVis 2018,site2,train,site2/video16,48,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0100341793,>=0.05,no
site2/train/video16frame049,EndoVis 2018,site2,train,site2/video16,49,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0280517582,>=0.05,no
site2/train/video16frame050,EndoVis 2018,site2,train,site2/video16,50,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0401702896,>=0.05,no
site2/train/video16frame051,EndoVis 2018,site2,train,site2/video16,51,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0671508759,>=0.05,yes
site2/train/video16frame052,EndoVis 2018,site2,train,site2/video16,52,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0262145996,>=0.05,no
site2/train/video16frame053,EndoVis 2018,site2,train,site2/video16,53,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0383422859,>=0.05,no
site2/train/video16frame054,EndoVis 2018,site2,train,site2/video16,54,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0340270996,>=0.05,no
site2/train/video16frame055,EndoVis 2018,site2,train,site2/video16,55,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0726654083,>=0.05,yes
site2/train/video16frame056,EndoVis 2018,site2,train,site2/video16,56,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0912994370,>=0.05,yes
site2/train/video16frame057,EndoVis 2018,site2,train,site2/video16,57,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0376953110,>=0.05,no
site2/train/video16frame058,EndoVis 2018,site2,train,site2/video16,58,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0306610111,>=0.05,no
site2/train/video16frame059,EndoVis 2018,site2,train,site2/video16,59,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0353088379,>=0.05,no
site2/train/video16frame060,EndoVis 2018,site2,train,site2/video16,60,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0353088379,>=0.05,no
site2/train/video16frame061,EndoVis 2018,site2,train,site2/video16,61,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0652008057,>=0.05,yes
site2/train/video16frame062,EndoVis 2018,site2,train,site2/video16,62,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1363525391,>=0.05,yes
site2/train/video16frame063,EndoVis 2018,site2,train,site2/video16,63,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1463806182,>=0.05,yes
site2/train/video16frame064,EndoVis 2018,site2,train,site2/video16,64,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1332214326,>=0.05,yes
site2/train/video16frame065,EndoVis 2018,site2,train,site2/video16,65,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1634460390,>=0.05,yes
site2/train/video16frame066,EndoVis 2018,site2,train,site2/video16,66,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0642242432,>=0.05,yes
site2/train/video16frame067,EndoVis 2018,site2,train,site2/video16,67,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1570648253,>=0.05,yes
site2/train/video16frame068,EndoVis 2018,site2,train,site2/video16,68,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1519592255,>=0.05,yes
site2/train/video16frame069,EndoVis 2018,site2,train,site2/video16,69,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0117980959,>=0.05,no
site2/train/video16frame070,EndoVis 2018,site2,train,site2/video16,70,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0249267574,>=0.05,no
site2/train/video16frame071,EndoVis 2018,site2,train,site2/video16,71,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2093536407,>=0.05,yes
site2/train/video16frame072,EndoVis 2018,site2,train,site2/video16,72,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0758087188,>=0.05,yes
site2/train/video16frame073,EndoVis 2018,site2,train,site2/video16,73,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0984527618,>=0.05,yes
site2/train/video16frame074,EndoVis 2018,site2,train,site2/video16,74,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1242919937,>=0.05,yes
site2/train/video16frame075,EndoVis 2018,site2,train,site2/video16,75,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0322509781,>=0.05,no
site2/train/video16frame076,EndoVis 2018,site2,train,site2/video16,76,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0370697007,>=0.05,no
site2/train/video16frame077,EndoVis 2018,site2,train,site2/video16,77,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1089965850,>=0.05,yes
site2/train/video16frame078,EndoVis 2018,site2,train,site2/video16,78,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0070404052,>=0.05,no
site2/train/video16frame079,EndoVis 2018,site2,train,site2/video16,79,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0330810547,>=0.05,no
site2/train/video16frame080,EndoVis 2018,site2,train,site2/video16,80,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0677307099,>=0.05,yes
site2/train/video16frame081,EndoVis 2018,site2,train,site2/video16,81,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0874725357,>=0.05,yes
site2/train/video16frame082,EndoVis 2018,site2,train,site2/video16,82,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1016326919,>=0.05,yes
site2/train/video16frame083,EndoVis 2018,site2,train,site2/video16,83,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0611114502,>=0.05,yes
site2/train/video16frame084,EndoVis 2018,site2,train,site2/video16,84,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0766235366,>=0.05,yes
site2/train/video16frame085,EndoVis 2018,site2,train,site2/video16,85,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0902191177,>=0.05,yes
site2/train/video16frame086,EndoVis 2018,site2,train,site2/video16,86,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0696777329,>=0.05,yes
site2/train/video16frame087,EndoVis 2018,site2,train,site2/video16,87,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0418914780,>=0.05,no
site2/train/video16frame088,EndoVis 2018,site2,train,site2/video16,88,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0430908203,>=0.05,no
site2/train/video16frame089,EndoVis 2018,site2,train,site2/video16,89,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1078247055,>=0.05,yes
site2/train/video16frame090,EndoVis 2018,site2,train,site2/video16,90,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1437194794,>=0.05,yes
site2/train/video16frame091,EndoVis 2018,site2,train,site2/video16,91,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1564483643,>=0.05,yes
site2/train/video16frame092,EndoVis 2018,site2,train,site2/video16,92,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0381866470,>=0.05,no
site2/train/video16frame093,EndoVis 2018,site2,train,site2/video16,93,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0691711456,>=0.05,yes
site2/train/video16frame094,EndoVis 2018,site2,train,site2/video16,94,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0456787124,>=0.05,no
site2/train/video16frame095,EndoVis 2018,site2,train,site2/video16,95,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1161590591,>=0.05,yes
site2/train/video16frame096,EndoVis 2018,site2,train,site2/video16,96,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0877868682,>=0.05,yes
site2/train/video16frame097,EndoVis 2018,site2,train,site2/video16,97,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0639648438,>=0.05,yes
site2/train/video16frame098,EndoVis 2018,site2,train,site2/video16,98,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0356872566,>=0.05,no
site2/train/video16frame099,EndoVis 2018,site2,train,site2/video16,99,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0460937507,>=0.05,no
site2/train/video16frame100,EndoVis 2018,site2,train,site2/video16,100,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.3110778928,>=0.05,yes
site2/train/video16frame101,EndoVis 2018,site2,train,site2/video16,101,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0860046372,>=0.05,yes
site2/train/video16frame102,EndoVis 2018,site2,train,site2/video16,102,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0685089082,>=0.05,yes
site2/train/video16frame103,EndoVis 2018,site2,train,site2/video16,103,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0827789307,>=0.05,yes
site2/train/video16frame104,EndoVis 2018,site2,train,site2/video16,104,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0859741196,>=0.05,yes
site2/train/video16frame105,EndoVis 2018,site2,train,site2/video16,105,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0757843032,>=0.05,yes
site2/train/video16frame106,EndoVis 2018,site2,train,site2/video16,106,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1733886749,>=0.05,yes
site2/train/video16frame107,EndoVis 2018,site2,train,site2/video16,107,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1632415801,>=0.05,yes
site2/train/video16frame108,EndoVis 2018,site2,train,site2/video16,108,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2529815733,>=0.05,yes
site2/train/video16frame109,EndoVis 2018,site2,train,site2/video16,109,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0734649673,>=0.05,yes
site2/train/video16frame110,EndoVis 2018,site2,train,site2/video16,110,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0626861602,>=0.05,yes
site2/train/video16frame111,EndoVis 2018,site2,train,site2/video16,111,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0000000000,>=0.05,no
site2/train/video16frame112,EndoVis 2018,site2,train,site2/video16,112,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0839080811,>=0.05,yes
site2/train/video16frame113,EndoVis 2018,site2,train,site2/video16,113,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0786010772,>=0.05,yes
site2/train/video16frame114,EndoVis 2018,site2,train,site2/video16,114,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0823242217,>=0.05,yes
site2/train/video16frame115,EndoVis 2018,site2,train,site2/video16,115,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0879699737,>=0.05,yes
site2/train/video16frame116,EndoVis 2018,site2,train,site2/video16,116,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0836334229,>=0.05,yes
site2/train/video16frame117,EndoVis 2018,site2,train,site2/video16,117,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0897735581,>=0.05,yes
site2/train/video16frame118,EndoVis 2018,site2,train,site2/video16,118,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1440124512,>=0.05,yes
site2/train/video16frame119,EndoVis 2018,site2,train,site2/video16,119,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0916564912,>=0.05,yes
site2/train/video16frame120,EndoVis 2018,site2,train,site2/video16,120,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1822936982,>=0.05,yes
site2/train/video16frame121,EndoVis 2018,site2,train,site2/video16,121,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1599487364,>=0.05,yes
site2/train/video16frame122,EndoVis 2018,site2,train,site2/video16,122,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1163909882,>=0.05,yes
site2/train/video16frame123,EndoVis 2018,site2,train,site2/video16,123,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0871795639,>=0.05,yes
site2/train/video16frame124,EndoVis 2018,site2,train,site2/video16,124,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0660522431,>=0.05,yes
site2/train/video16frame125,EndoVis 2018,site2,train,site2/video16,125,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1017700210,>=0.05,yes
site2/train/video16frame126,EndoVis 2018,site2,train,site2/video16,126,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1553466767,>=0.05,yes
site2/train/video16frame127,EndoVis 2018,site2,train,site2/video16,127,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0473724380,>=0.05,no
site2/train/video16frame128,EndoVis 2018,site2,train,site2/video16,128,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1404144317,>=0.05,yes
site2/train/video16frame129,EndoVis 2018,site2,train,site2/video16,129,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1162872314,>=0.05,yes
site2/train/video16frame130,EndoVis 2018,site2,train,site2/video16,130,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0749053955,>=0.05,yes
site2/train/video16frame131,EndoVis 2018,site2,train,site2/video16,131,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1276458800,>=0.05,yes
site2/train/video16frame132,EndoVis 2018,site2,train,site2/video16,132,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0607910156,>=0.05,yes
site2/train/video16frame133,EndoVis 2018,site2,train,site2/video16,133,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1940063536,>=0.05,yes
site2/train/video16frame134,EndoVis 2018,site2,train,site2/video16,134,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.3004882932,>=0.05,yes
site2/train/video16frame135,EndoVis 2018,site2,train,site2/video16,135,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2433349639,>=0.05,yes
site2/train/video16frame136,EndoVis 2018,site2,train,site2/video16,136,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2822814882,>=0.05,yes
site2/train/video16frame137,EndoVis 2018,site2,train,site2/video16,137,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.3463531435,>=0.05,yes
site2/train/video16frame138,EndoVis 2018,site2,train,site2/video16,138,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2724731565,>=0.05,yes
site2/train/video16frame139,EndoVis 2018,site2,train,site2/video16,139,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2649169862,>=0.05,yes
site2/train/video16frame140,EndoVis 2018,site2,train,site2/video16,140,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2727996707,>=0.05,yes
site2/train/video16frame141,EndoVis 2018,site2,train,site2/video16,141,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2257690430,>=0.05,yes
site2/train/video16frame142,EndoVis 2018,site2,train,site2/video16,142,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1772430390,>=0.05,yes
site2/train/video16frame143,EndoVis 2018,site2,train,site2/video16,143,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.5506134033,>=0.05,yes
site2/train/video16frame144,EndoVis 2018,site2,train,site2/video16,144,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1187988296,>=0.05,yes
site2/train/video16frame145,EndoVis 2018,site2,train,site2/video16,145,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.4488555789,>=0.05,yes
site2/train/video16frame146,EndoVis 2018,site2,train,site2/video16,146,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.4132537842,>=0.05,yes
site2/train/video16frame147,EndoVis 2018,site2,train,site2/video16,147,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2929351926,>=0.05,yes
site2/train/video16frame148,EndoVis 2018,site2,train,site2/video16,148,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.3056549132,>=0.05,yes
site2/train/video1frame000,EndoVis 2018,site2,train,site2/video1,0,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2666687071,>=0.05,yes
site2/train/video1frame001,EndoVis 2018,site2,train,site2/video1,1,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2817016542,>=0.05,yes
site2/train/video1frame002,EndoVis 2018,site2,train,site2/video1,2,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1265747100,>=0.05,yes
site2/train/video1frame003,EndoVis 2018,site2,train,site2/video1,3,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0857330337,>=0.05,yes
site2/train/video1frame004,EndoVis 2018,site2,train,site2/video1,4,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0731292740,>=0.05,yes
site2/train/video1frame005,EndoVis 2018,site2,train,site2/video1,5,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1005401611,>=0.05,yes
site2/train/video1frame006,EndoVis 2018,site2,train,site2/video1,6,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0005950928,>=0.05,no
site2/train/video1frame007,EndoVis 2018,site2,train,site2/video1,7,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0000000000,>=0.05,no
site2/train/video1frame008,EndoVis 2018,site2,train,site2/video1,8,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0000000000,>=0.05,no
site2/train/video1frame009,EndoVis 2018,site2,train,site2/video1,9,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0083587645,>=0.05,no
site2/train/video1frame010,EndoVis 2018,site2,train,site2/video1,10,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0004058838,>=0.05,no
site2/train/video1frame011,EndoVis 2018,site2,train,site2/video1,11,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0002380371,>=0.05,no
site2/train/video1frame012,EndoVis 2018,site2,train,site2/video1,12,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0000000000,>=0.05,no
site2/train/video1frame013,EndoVis 2018,site2,train,site2/video1,13,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0393402092,>=0.05,no
site2/train/video1frame014,EndoVis 2018,site2,train,site2/video1,14,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0688690171,>=0.05,yes
site2/train/video1frame015,EndoVis 2018,site2,train,site2/video1,15,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0759155303,>=0.05,yes
site2/train/video1frame016,EndoVis 2018,site2,train,site2/video1,16,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1128051728,>=0.05,yes
site2/train/video1frame017,EndoVis 2018,site2,train,site2/video1,17,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0740112290,>=0.05,yes
site2/train/video1frame018,EndoVis 2018,site2,train,site2/video1,18,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0698974580,>=0.05,yes
site2/train/video1frame019,EndoVis 2018,site2,train,site2/video1,19,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0698974580,>=0.05,yes
site2/train/video1frame020,EndoVis 2018,site2,train,site2/video1,20,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0718658417,>=0.05,yes
site2/train/video1frame021,EndoVis 2018,site2,train,site2/video1,21,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0646881089,>=0.05,yes
site2/train/video1frame022,EndoVis 2018,site2,train,site2/video1,22,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0706298798,>=0.05,yes
site2/train/video1frame023,EndoVis 2018,site2,train,site2/video1,23,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0629364029,>=0.05,yes
site2/train/video1frame024,EndoVis 2018,site2,train,site2/video1,24,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1186859161,>=0.05,yes
site2/train/video1frame025,EndoVis 2018,site2,train,site2/video1,25,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0791198760,>=0.05,yes
site2/train/video1frame026,EndoVis 2018,site2,train,site2/video1,26,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0852233917,>=0.05,yes
site2/train/video1frame027,EndoVis 2018,site2,train,site2/video1,27,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0823516846,>=0.05,yes
site2/train/video1frame028,EndoVis 2018,site2,train,site2/video1,28,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0765502900,>=0.05,yes
site2/train/video1frame029,EndoVis 2018,site2,train,site2/video1,29,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0464111343,>=0.05,no
site2/train/video1frame030,EndoVis 2018,site2,train,site2/video1,30,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0367828384,>=0.05,no
site2/train/video1frame031,EndoVis 2018,site2,train,site2/video1,31,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0365539566,>=0.05,no
site2/train/video1frame032,EndoVis 2018,site2,train,site2/video1,32,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0584045425,>=0.05,yes
site2/train/video1frame033,EndoVis 2018,site2,train,site2/video1,33,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2218841612,>=0.05,yes
site2/train/video1frame034,EndoVis 2018,site2,train,site2/video1,34,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1604247987,>=0.05,yes
site2/train/video1frame035,EndoVis 2018,site2,train,site2/video1,35,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0885742158,>=0.05,yes
site2/train/video1frame036,EndoVis 2018,site2,train,site2/video1,36,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1250396669,>=0.05,yes
site2/train/video1frame037,EndoVis 2018,site2,train,site2/video1,37,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0885742158,>=0.05,yes
site2/train/video1frame038,EndoVis 2018,site2,train,site2/video1,38,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0885742158,>=0.05,yes
site2/train/video1frame039,EndoVis 2018,site2,train,site2/video1,39,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1302703917,>=0.05,yes
site2/train/video1frame040,EndoVis 2018,site2,train,site2/video1,40,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1085388213,>=0.05,yes
site2/train/video1frame041,EndoVis 2018,site2,train,site2/video1,41,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0313323960,>=0.05,no
site2/train/video1frame042,EndoVis 2018,site2,train,site2/video1,42,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0458160415,>=0.05,no
site2/train/video1frame043,EndoVis 2018,site2,train,site2/video1,43,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0712280273,>=0.05,yes
site2/train/video1frame044,EndoVis 2018,site2,train,site2/video1,44,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0783325210,>=0.05,yes
site2/train/video1frame045,EndoVis 2018,site2,train,site2/video1,45,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0812530518,>=0.05,yes
site2/train/video1frame046,EndoVis 2018,site2,train,site2/video1,46,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0856079087,>=0.05,yes
site2/train/video1frame047,EndoVis 2018,site2,train,site2/video1,47,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0768432617,>=0.05,yes
site2/train/video1frame048,EndoVis 2018,site2,train,site2/video1,48,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0832672119,>=0.05,yes
site2/train/video1frame049,EndoVis 2018,site2,train,site2/video1,49,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0548675545,>=0.05,yes
site2/train/video1frame050,EndoVis 2018,site2,train,site2/video1,50,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0201873779,>=0.05,no
site2/train/video1frame051,EndoVis 2018,site2,train,site2/video1,51,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0318389907,>=0.05,no
site2/train/video1frame052,EndoVis 2018,site2,train,site2/video1,52,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0221466068,>=0.05,no
